codigo,descricao
R46.5,Personalidade Suspeita e Evasiva
R46.6,"Inquietação e Preocupação Exageradas Com Acontecimentos ""estressantes"""
R46.7,Verborragia e Pormenores Circunstanciais Mascarando o Motivo da Consulta
R46.8,Outros Sintomas e Sinais Relativos à Aparência e ao Comportamento
R47,Distúrbios da Fala Não Classificados em Outra Parte
R47.0,Disfasia e Afasia
R47.1,Disartria e Anartria
R47.8,Outros Distúrbios da Fala e os Não Especificados
R48,"Dislexia e Outras Disfunções Simbólicas, Não Classificadas em Outra Parte"
R48.0,Dislexia e Alexia
R48.1,Agnosia
R48.2,Apraxia
R48.8,Outras Disfunções Simbólicas e as Não Especificadas
R49,Distúrbios da Voz
R49.0,Disfonia
R49.1,Afonia
R49.2,Hipernasalidade e Hiponasalidade
R49.8,Outros Distúrbios da Voz e os Não Especificados
R50,Febre de Origem Desconhecida e de Outras Origens
R50.2,Febre Induzida Por Drogas
R50.8,Outra Febre Especificada
R50.9,Febre Não Especificada
R51,Cefaléia
R52,Dor Não Classificada em Outra Parte
R52.0,Dor Aguda
R52.1,Dor Crônica Intratável
R52.2,Outra Dor Crônica
R52.9,Dor Não Especificada
R53,"Mal Estar, Fadiga"
R54,Senilidade
R55,Síncope e Colapso
R56,"Convulsões, Não Classificadas em Outra Parte"
R56.0,Convulsões Febris
R56.8,Outras Convulsões e as Não Especificadas
R57,Choque Não Classificado em Outra Parte
R57.0,Choque Cardiogênico
R57.1,Choque Hipovolêmico
R57.8,Outras Formas de Choque
R57.9,Choque Não Especificado
R58,Hemorragia Não Classificada em Outra Parte
R59,Aumento de Volume Dos Gânglios Linfáticos
R59.0,Aumento de Volume Localizado de Gânglios Linfáticos
R59.1,Aumento de Volume Generalizado de Gânglios Linfáticos
R59.9,"Adenomegalia ou Aumento de Volume Dos Gânglios Linfáticos, Não Especificado"
R60,Edema Não Classificado em Outra Parte
R60.0,Edema Localizado
R60.1,Edema Generalizado
R60.9,Edema Não Especificado
R61,Hiperidrose
R61.0,Hiperidrose Localizada
R61.1,Hiperidrose Generalizada
R61.9,Hiperidrose Não Especificada
R62,Retardo do Desenvolvimento Fisiológico Normal
R62.0,Retardo de Maturação
R62.8,Outras Formas de Retardo do Desenvolvimento Fisiológico Normal
R62.9,"Retardo do Desenvolvimento Fisiológico Normal, Não Especificado"
R63,Sintomas e Sinais Relativos à Ingestão de Alimentos e Líquidos
R63.0,Anorexia
R63.1,Polidipsia
R63.2,Polifagia
R63.3,Dificuldades de Alimentação e Erros na Administração de Alimentos
R63.4,Perda de Peso Anormal
R63.5,Ganho de Peso Anormal
R63.8,Outros Sintomas e Sinais Relativos a Ingestão de Alimentos e de Líquidos
R64,Caquexia
R68,Outros Sintomas e Sinais Gerais
R68.0,Hipotermia Não Associada à Baixa Temperatura Ambiental
R68.1,Sintomas Não Específicos Peculiares à Infância
R68.2,"Boca Seca, Não Especificada"
R68.3,Baqueteamento Dos Dedos
R68.8,Outros Sintomas e Sinais Gerais Especificados
R69,Causas Desconhecidas e Não Especificadas de Morbidade
R70,Velocidade de Hemossedimentação Elevada e Outras Anormalidades da Viscosidade Plasmática
R70.0,Velocidade de Hemossedimentação Elevada
R70.1,Viscosidade Plasmática Anormal
R71,Anormalidade Das Hemácias
R72,Anormalidade Dos Leucócitos Não Classificada em Outra Parte
R73,Aumento da Glicemia
R73.0,Teste de Tolerância a Glicose Anormal
R73.9,Hiperglicemia Não Especificada
R74,Anormalidades Dos Níveis de Enzimas Séricas
R74.0,Aumento Dos Níveis de Transaminases e da Desidrogenase Lática (DHL)
R74.8,Níveis Anormais de Outras Enzimas Séricas
R74.9,"Anormalidade Dos Níveis de Enzimas Séricas, Não Especificada"
R75,Evidência Laboratorial do Vírus da Imunodeficiência Humana (HIV)
R76,Outros Achados Imunológicos Anormais no Soro
R76.0,Título Aumentado de Anticorpos
R76.1,Reação Anormal ao Teste da Tuberculina
R76.2,Exame Sorológico Falso Positivo Para Sífilis
R76.8,Outros Achados Imunológicos Especificados Anormais no Soro
R76.9,"Achado Anormal de Exame Imunológico Sérico, Não Especificado"
R77,Outras Anormalidades Das Proteínas Plasmáticas
R77.0,Anormalidade da Albumina
R77.1,Anormalidade Das Globulinas
R77.2,Anormalidade da Alfafetoproteína
R77.8,Outras Anormalidades Especificadas Das Proteínas Plasmáticas
R77.9,"Anormalidades de Proteína Plasmática, Não Especificadas"
R78,Presença de Drogas e de Outras Substâncias Normalmente Não Encontradas no Sangue
R78.0,Presença de Álcool no Sangue
R78.1,Presença de Opiáceos no Sangue
R78.2,Presença de Cocaína no Sangue
R78.3,Presença de Alucinógeno no Sangue
R78.4,"Presença de Outras Drogas Com Potencial de Causar Dependência, no Sangue"
R78.5,Presença de Droga Psicotrópica no Sangue
R78.6,Presença de Agente Esteróide no Sangue
R78.7,Presença de Nível Anormal de Metais Pesados no Sangue
R78.8,Presença de Outras Substâncias Especificadas Não Normalmente Encontradas no Sangue
R78.9,Presença de Substância Não Especificada Normalmente Não Encontrada no Sangue
R79,Outros Achados Anormais de Exames Químicos do Sangue
R79.0,Anormalidade do Nível de Elementos Minerais no Sangue
R79.8,Outros Achados Anormais Especificados de Exames Químicos do Sangue
R79.9,"Achado Anormal de Exame Químico do Sangue, Não Especificado"
R80,Proteinúria Isolada
R81,Glicosúria
R82,Outros Achados Anormais na Urina
R82.0,Quilúria
R82.1,Mioglobinúria
R82.2,Biliúria
R82.3,Hemoglobinúria
R82.4,Acetonúria
R82.5,"Níveis Urinários Elevados de Drogas, Medicamentos e Substâncias Biológicas"
R82.6,Níveis Urinários Anormais de Substâncias Cuja Origem é Essencialmente Não-medicinal
R82.7,Achados Anormais ao Exame Microbiológico da Urina
R82.8,Achados Anormais ao Exame Citológico e Histológico da Urina
R82.9,Outros Achados Anormais na Urina e os Não Especificados
R83,Achados Anormais no Líquido Cefalorraquidiano
R83.0,Achados Anormais no Líquido Cefalorraquidiano
R83.1,Achados Anormais no Líquido Cefalorraquidiano
R83.2,Achados Anormais no Líquido Cefalorraquidiano
R83.3,Achados Anormais no Líquido Cefalorraquidiano
R83.4,Achados Anormais no Líquido Cefalorraquidiano
R83.5,Achados Anormais no Líquido Cefalorraquidiano
R83.6,Achados Anormais no Líquido Cefalorraquidiano
R83.7,Achados Anormais no Líquido Cefalorraquidiano
R83.8,Achados Anormais no Líquido Cefalorraquidiano
R83.9,Achados Anormais no Líquido Cefalorraquidiano
R84,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.0,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.1,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.2,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.3,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.4,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.5,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.6,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.7,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.8,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R84.9,Achados Anormais de Material Proveniente Dos Órgãos Respiratórios e do Tórax
R85,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.0,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.1,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.2,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.3,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.4,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.5,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.6,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.7,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.8,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R85.9,Achados Anormais de Material Proveniente Dos Órgãos Digestivos e da Cavidade Abdominal
R86,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.0,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.1,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.2,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.3,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.4,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.5,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.6,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.7,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.8,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R86.9,Achados Anormais de Material Proveniente Dos Órgãos Genitais Masculinos
R87,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.0,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.1,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.2,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.3,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.4,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.5,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.6,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.7,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.8,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R87.9,Achados Anormais de Material Proveniente Dos Órgãos Genitais Femininos
R89,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.0,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.1,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.2,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.3,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.4,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.5,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.6,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.7,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.8,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R89.9,"Achados Anormais de Material Proveniente de Outros Órgãos, Aparelhos, Sistemas e Tecidos"
R90,Resultados Anormais de Exames Para Diagnóstico Por Imagem do Sistema Nervoso Central
R90.0,Lesão Intracraniana Ocupando Espaço
R90.8,Outros Resultados Anormais de Exames Para Diagnóstico Por Imagem do Sistema Nervoso Central
R91,"Achados Anormais, de Exames Para Diagnóstico Por Imagem, do Pulmão"
R92,"Achados Anormais, de Exames Para Diagnóstico Por Imagem, da Mama"
R93,Achados Anormais de Exames Para Diagnóstico Por Imagem de Outras Estruturas do Corpo
R93.0,Achados Anormais de Exames Para Diagnóstico Por Imagem do Crânio e da Cabeça Não Classificados em Outra Parte
R93.1,Achados Anormais de Exames Para Diagnóstico Por Imagem do Coração e da Circulação Coronariana
R93.2,Achados Anormais de Exames Para Diagnóstico Por Imagem do Fígado e Das Vias Biliares
R93.3,Achados Anormais de Exames Para Diagnóstico Por Imagem de Outras Partes do Tubo Digestivo
R93.4,Achados Anormais de Exames Para Diagnóstico Por Imagem Dos Órgãos Urinários
R93.5,"Achados Anormais de Exames Para Diagnóstico Por Imagem de Outras Regiões do Abdome, Incluindo o Retroperitônio"
R93.6,Achados Anormais de Exames Para Diagnóstico Por Imagem Dos Membros
R93.7,Achados Anormais de Exames Para Diagnóstico Por Imagem de Outras Partes do Sistema Osteomuscular
R93.8,Achados Anormais de Exames Diagnósticos Por Imagem de Outras Estruturas Somáticas Especificadas
R94,Resultados Anormais de Estudos de Função
R94.0,Resultados Anormais de Estudos de Função do Sistema Nervoso Central
R94.1,Resultados Anormais de Estudos de Função do Sistema Nervoso Periférico e Dos Órgãos Dos Sentidos
R94.2,Resultados Anormais de Estudos da Função Pulmonar
R94.3,Resultados Anormais de Estudos da Função Cardiovascular
R94.4,Resultados Anormais de Estudos de Função Renal
R94.5,Resultados Anormais de Estudos de Função Hepática
R94.6,Resultados Anormais de Estudos de Função Tireoidiana
R94.7,Resultados Anormais de Estudos de Função de Outras Glândulas Endócrinas
R94.8,"Resultados Anormais de Estudos de Função de Outros Órgãos, Aparelhos e Sistemas"
R95,Síndrome da Morte Súbita na Infância
R96,Outras Mortes Súbitas de Causa Desconhecida
R96.0,Morte Instantânea
R96.1,"Morte Que Ocorre em Menos de 24 Horas Após o Início Dos Sintomas, Que Não Pode Ser Explicada"
R98,Morte Sem Assistência
R99,Outras Causas Mal Definidas e as Não Especificadas de Mortalidade
S00,Traumatismo Superficial da Cabeça
S00.0,Traumatismo Superficial do Couro Cabeludo
S00.1,Contusão da Pálpebra e da Região Periocular
S00.2,Outros Traumatismos Superficiais da Pálpebra e da Região Periocular
S00.3,Traumatismo Superficial do Nariz
S00.4,Traumatismo Superficial do Ouvido
S00.5,Traumatismo Superficial Dos Lábios e da Cavidade Oral
S00.7,Traumatismos Superficiais Múltiplos da Cabeça
S00.8,Traumatismo Superficial de Outras Partes da Cabeça
S00.9,"Traumatismo Superficial da Cabeça, Parte Não Especificada"
S01,Ferimento da Cabeça
S01.0,Ferimento do Couro Cabeludo
S01.1,Ferimento da Pálpebra e da Região Periocular
S01.2,Ferimento do Nariz
S01.3,Ferimento do Ouvido
S01.4,Ferimento da Bochecha e Região Têmporo-mandibular
S01.5,Ferimento do Lábio e da Cavidade Oral
S01.7,Ferimentos Múltiplos da Cabeça
S01.8,"Ferimento na Cabeça, de Outras Localizações"
S01.9,"Ferimento na Cabeça, Parte Não Especificada"
S02,Fratura do Crânio e Dos Ossos da Face
S02.0,Fratura da Abóbada do Crânio
S02.1,Fratura da Base do Crânio
S02.2,Fratura Dos Ossos Nasais
S02.3,Fratura do Assoalho Orbital
S02.4,Fratura Dos Ossos Malares e Maxilares
S02.5,Fratura de Dentes
S02.6,Fratura de Mandíbula
S02.7,Fraturas Múltiplas Envolvendo os Ossos do Crânio e da Face
S02.8,Outras Fraturas do Crânio e Dos Ossos da Face
S02.9,"Fratura do Crânio ou Dos Ossos da Face, Parte Não Especificada"
S03,"Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça"
S03.0,Luxação do Maxilar
S03.1,Luxação da Cartilagem do Septo Nasal
S03.2,Luxação Dentária
S03.3,Luxação de Outras Partes da Cabeça e Das Não Especificadas
S03.4,Entorse e Distensão do Maxilar
S03.5,Entorse e Distensão da Articulações e Dos Ligamentos de Outras Localizações e de Localizações Não Especificadas da Cabeça
S04,Traumatismo Dos Nervos Cranianos
S04.0,Traumatismo do Nervo e Das Vias Ópticas
S04.1,Traumatismo do Nervo Oculomotor
S04.2,Traumatismo do Nervo Troclear
S04.3,Traumatismo do Nervo Trigêmeo
S04.4,Traumatismo do Nervo Abducente
S04.5,Traumatismo do Nervo Facial
S04.6,Traumatismo do Nervo Acústico
S04.7,Traumatismo do Nervo Acessório
S04.8,Traumatismo de Outros Nervos Cranianos
S04.9,Traumatismo de Nervo Craniano Não Especificado
S05,Traumatismo do Olho e da Órbita Ocular
S05.0,Traumatismo da Conjuntiva e Abrasão da Córnea Sem Menção de Corpo Estranho
S05.1,Contusão do Globo Ocular e Dos Tecidos da Órbita
S05.2,Laceração e Ruptura Ocular Com Prolapso ou Perda de Tecido Intra-ocular
S05.3,Laceração Ocular Sem Prolapso ou Perda de Tecido Intra-ocular
S05.4,Ferimento Penetrante da Órbita Com ou Sem Corpo Estranho
S05.5,Ferimento Penetrante do Globo Ocular Com Corpo Estranho
S05.6,Ferimento Penetrante do Globo Ocular Sem Corpo Estranho
S05.7,Avulsão do Olho
S05.8,Outros Traumatismos do Olho e da Órbita
S05.9,"Traumatismo do Olho e da Órbita, Não Especificado"
S06,Traumatismo Intracraniano
S06.0,Concussão Cerebral
S06.1,Edema Cerebral Traumático
S06.2,Traumatismo Cerebral Difuso
S06.3,Traumatismo Cerebral Focal
S06.4,Hemorragia Epidural
S06.5,Hemorragia Subdural Devida a Traumatismo
S06.6,Hemorragia Subaracnóide Devida a Traumatismo
S06.7,Traumatismo Intracraniano Com Coma Prolongado
S06.8,Outros Traumatismos Intracranianos
S06.9,"Traumatismo Intracraniano, Não Especificado"
S07,Lesões Por Esmagamento da Cabeça
S07.0,Lesão Por Esmagamento da Face
S07.1,Lesão Por Esmagamento do Crânio
S07.8,Lesão Por Esmagamento de Outras Partes da Cabeça
S07.9,"Lesão Por Esmagamento da Cabeça, Parte Não Especificada"
S08,Amputação Traumática de Parte da Cabeça
S08.0,Avulsão do Couro Cabeludo
S08.1,Amputação Traumática da Orelha
S08.8,Amputação Traumática de Outras Partes da Cabeça
S08.9,Amputação Traumática de Parte Não Especificada da Cabeça
S09,Outros Traumatismos da Cabeça e os Não Especificados
S09.0,Traumatismo Dos Vasos Sangüíneos da Cabeça Não Classificados em Outra Parte
S09.1,Traumatismo Dos Músculos e Dos Tendões da Cabeça
S09.2,Ruptura Traumática do Tímpano
S09.7,Traumatismos Múltiplos da Cabeça
S09.8,Outros Traumatismos Especificados da Cabeça
S09.9,Traumatismo Não Especificado da Cabeça
S10,Traumatismo Superficial do Pescoço
S10.0,Contusão da Garganta
S10.1,Outros Traumatismos Superficiais da Garganta e os Não Especificados
S10.7,Traumatismos Superficiais Múltiplos do Pescoço
S10.8,Traumatismo Superficial de Outras Localizações do Pescoço
S10.9,"Traumatismo Superficial do Pescoço, Parte Não Especificada"
S11,Ferimento do Pescoço
S11.0,Ferimento Envolvendo a Laringe e a Traquéia
S11.1,Ferimento da Glândula Tireóide
